Marca temporal	Pais	Comercial encargado	Cliente	Nombre-Correo Gestor Cliente	N° Vacantes	Perfil del Puesto	Tiempo del Servicio	Modalidad de Trabajo	Formación Académica Mínima Requerida	Conocimientos Técnicos Específicos	Años y Tipo de Experiencia	Asignación Equipo	Especificaciones Máquina Portátil	Tarifa	Salario	Observaciones	USUARIO	Estado	Observación Proceso	Número de Candidatos Enviados	Fecha de Envío al Solicitante	Candidato 1	Candidato 2	Candidato 3	Candidato 4	Candidato 5	Candidato 6
2024-09-10 04:55:40	Colombia	Angelica Garzón	Cliente C	jose-manuel13@example.org	2	Secretario administrativo	6 meses	Presencial	Ingeniería de Sistemas	"Magnam dolores esse velit. Quasi optio iste laborum omnis officiis.
Consequuntur deserunt earum. Consectetur quia delectus occaecati incidunt. Quo molestias culpa ad aspernatur."	5 Años	Samtel	Por definir	4214690	$ 1606361 + $308549	Quia ratione numquam qui. Quas modi provident officiis quasi temporibus ipsum.	Alicia Perdomo	CERRADA	Ratione deserunt illum facilis.	5	2024-11-24 03:56:35	Marcial Gárate Sanmartín	Maricela Alarcón Bastida	Sabas Torre Vizcaíno	Aurelia Simó Madrigal	Josefa Verdejo Ugarte	Marcela Tudela-Anaya
2024-12-04 14:25:23	España	Niolimar Sequera	Cliente G	eduardo69@example.net	1	Peón de explotaciones de cultivos mixtos y ganaderos	> 1 Año	Presencial	Ingeniería de Sistemas	Sed accusamus recusandae soluta vitae. Maxime quasi optio est quam ullam. Magni consequatur possimus totam.	> a 3 años	Cliente	N/A	6890316	$ 4405052 + $200531	Fuga quis fuga accusamus unde.	Cristian Carrillo	CERRADA	Similique nostrum tenetur quis.	3	2025-03-03 16:44:59	Agapito Carrera Vila	Pastora Porras Amigó	Alba Segura	Miriam Doménech Pujadas	Carla Linares Ledesma	Felipa Higueras Sanmiguel
2024-06-24 17:01:26	España	Andres Leon	Softtek	torrentjovita@example.org	3	Asistente veterinario	6 meses	Presencial	Pregrado Ingeniería de Sistemas	"Similique explicabo adipisci maiores quod. Ipsam incidunt sequi quidem ipsum.
Facere quasi illo laborum impedit totam repellat. Cupiditate inventore quisquam veritatis. Rerum quae nemo."	> a 3 años	Samtel	N/A	3425037	$ 1659245 + $259604	Impedit cumque non placeat. Architecto sit numquam tempore similique accusamus officiis.	Angelica Garzón	CERRADA	Beatae dolore quae necessitatibus nulla.	5	2024-04-06 02:08:16	Edelmira Merche Vigil Porta	Noa Múgica	Régulo Azcona	León del Sarmiento	Josep Vidal Duran Uría	Haydée Sierra Caparrós
2025-01-26 01:35:42	España	Víctor Díaz	Banco Falabella	padillapiedad@example.net	1	Conductor de vehículos y máquinas de tracción animal	1 Año	Hibrido	Ingeniería de Sistemas	Ea et laborum consequuntur natus maiores consectetur. Illum quibusdam repellendus commodi earum repellat esse.	5 Años	Samtel	Por definir	4998426	$ 2075607 + $214944	Dolorem molestias esse labore vitae exercitationem.	Carolina Sabogal	ATENDIDA	Repellendus et et sapiente quos.	6	2024-03-26 15:29:56	Lucas Arroyo	Roque Larrañaga Olivera	Teodora Pla Iriarte	Dolores Gomez Marti	Manuel Echevarría-Diaz	Aureliano Jover Barroso
2024-12-09 11:42:44	Colombia	Alexander Gabel	Cliente C	gasparbenavente@example.com	3	Marinero de cubierta	1 Año	Hibrido	Tecnología	Aperiam quos sequi perspiciatis pariatur. Accusamus voluptatum atque suscipit ducimus. Soluta officiis nemo pariatur itaque adipisci.	6 meses - 1 año	Samtel	N/A	6268374	$ 2044331 + $227960	Laudantium occaecati ea totam reprehenderit molestias.	Alexander Gabel	CERRADA	Totam nesciunt similique cum distinctio iste.	6	2024-11-30 17:58:19	Yago Blazquez-Pujol	Nydia Cuenca Ferreras	Vicente Valls Camino	Kike del Briones	Matilde Zaira Gallart Cabrero	Ramona Portero Grau
2024-12-31 01:35:33	Colombia	Angelica Garzón	Cliente T	piocervantes@example.org	3	Astrónomos	Más de 1 año	Presencial	Ingeniería de Sistemas	"Optio sapiente quos molestiae. Tenetur dicta provident laborum officiis. Dolorem maxime eos nobis voluptatum.
Repellendus laborum nam dolorum."	> a 3 años	Samtel	N/A	9302534	$ 4253316 + $405933	Numquam maxime debitis quod nostrum alias. Rerum delectus iure ex asperiores.	Angelica Garzón	CONTRATADO	Corporis beatae consectetur dolorem.	8	2024-05-19 18:39:55	Bernabé Egea Beltran	Tecla Cuervo Narváez	Luis Ángel del Millán	Venceslás Ruano Villalobos	Eli Esteve Menéndez	Josefina Esperanza Tello Ballester
2024-07-30 11:49:01	Colombia	Niolimar Sequera	BBVA	casemiro55@example.org	2	Cocinero de comidas rápidas	Más de 1 año	100 % Remoto	Tecnología	"Repellendus nobis itaque maxime. Quisquam repudiandae quibusdam similique a aperiam earum ipsam.
Sunt doloremque temporibus. Minus ducimus officia pariatur."	6 meses - 1 año	Samtel	N/A	2489209	$ 4657501 + $299230	Quidem veritatis ipsa ullam quia iusto tempore. Quasi fugiat repudiandae est cupiditate.	Barbara Correa	CONTRATADO	Eaque expedita nisi illum.	3	2024-11-10 18:32:55	Inmaculada Otero-Nadal	Anacleto Rodrigo	José Barranco Torrijos	Sandalio Riba	Alberto Pina Iniesta	Ignacia Leticia Lerma Hidalgo
2024-12-07 06:07:56	Colombia	Claudía Navas	Cliente K	estebanhernando@example.org	2	Ingeniero químico	1 Año	Hibrido	Tecnología	Sequi modi illo voluptas. Dolor at facilis perspiciatis. Eum dolor doloribus maiores harum labore nobis.	6 meses - 1 año	Cliente	N/A	2284916	$ 4310955 + $476327	Numquam nihil velit quisquam architecto hic.	Alicia Perdomo	ATENDIDA	Odit nisi ipsum.	6	2024-09-28 05:27:20	Marino Lara-Varela	Germán Hernandez-Puerta	Jordana Gaya Santos	Judith Cabanillas	Feliciano de Camps	Rosa María Heredia Cañete
2024-08-14 07:13:58	España	Claudía Navas	Cliente B	paco13@example.org	1	Ingeniero en telecomunicaciones	Indefinido	Presencial	Pregrado Ingeniería de Sistemas	Architecto at nostrum quibusdam. Occaecati adipisci minus sint facilis. Nemo pariatur illum inventore ut.	5 Años	Cliente	N/A	8986649	$ 3016283 + $455839	Ea inventore harum. Illo distinctio illo molestiae qui. Itaque similique maiores reiciendis.	Cristian Carrillo	CERRADA	Debitis unde exercitationem doloremque nobis sit.	10	2024-11-09 15:59:03	Juan Pablo Tomé Montalbán	Victor Manuel Gomila Bertrán	Ariel Blasco Girón	Kike de Cases	Seve Bilbao Diez	Candela Galindo-Pavón
2024-08-15 10:28:57	España	Andres Leon	Cliente P	nerea54@example.com	3	Repartidor	Más de 1 año	Hibrido	Ingeniería de Sistemas	"Quae esse nam ducimus earum. Quo ipsam dignissimos.
Sequi expedita ut harum est amet soluta. Repellendus illum fugit modi. Eum autem magnam in error est maxime."	6 meses - 1 año	Samtel	Por determinar	2040032	$ 3925046 + $132045	Quasi reiciendis quibusdam odit vitae.	Angelica Garzón	CONTRATADO	Soluta animi sapiente.	5	2024-11-12 08:37:10	Jonatan Rosa Valderrama	Luís Glauco Pereira Conde	Valero Carrillo Borja	Eligia Feijoo Farré	Aníbal Barrio Valdés	Marisa Prats Pedro
2024-04-08 13:34:50	España	Andres Leon	Mi Banco	rosendasevilla@example.org	4	Especialista en políticas de administración	Indefinido	100 % Remoto	Tecnología	"Porro consequuntur libero voluptatum nobis.
Qui suscipit magni deleniti alias non beatae. Blanditiis nam rem blanditiis illum. Pariatur commodi suscipit ex modi sunt totam."	6 meses - 1 año	Cliente	N/A	1770429	$ 3574578 + $436860	Quia ullam atque ipsa sed. Totam earum deleniti ad incidunt delectus.	Carolina Sabogal	CONTRATADO	Harum deleniti quibusdam ipsa.	7	2024-12-23 09:52:52	Clarisa Trillo Badía	Dafne Murcia Vergara	Iker Berrocal Iniesta	Narciso Pomares	Lorenzo Machado-Ureña	Albano Cámara Martinez
2025-02-23 14:58:38	Colombia	Alexander Gabel	Cliente E	nevadomanuela@example.org	5	Ggeofísico	Indefinido	Presencial	Ingeniería de Sistemas	"Neque voluptate commodi accusamus amet. Minima at officiis quae. Voluptatem fuga cupiditate autem vel numquam quisquam.
Atque quaerat dolorum soluta necessitatibus alias corporis."	5 Años	Cliente	Por definir	6458408	$ 1626664 + $493189	Maxime eveniet laboriosam repellendus aliquid quos saepe.	Cristian Carrillo	CERRADA	Voluptas accusantium quae.	6	2024-06-02 17:03:06	Marisol Gutiérrez Gonzalez	Manuel Codina Borrás	Humberto Pizarro-Carro	Coral Rocamora Sanchez	Concha Andres-Pereira	Fidela Vazquez Leal
2024-05-07 05:13:42	Colombia	Niolimar Sequera	Softtek	socorro20@example.net	5	Director de recursos humanos	1 Año	Hibrido	Pregrado Ingeniería de Sistemas	Fugiat reprehenderit natus consequuntur. Odio tenetur eum fugiat quisquam qui. Temporibus excepturi sapiente.	5 Años	Samtel	N/A	7436053	$ 3983018 + $319025	Fuga sed sed expedita minima impedit nisi. Nobis minima inventore recusandae dolore.	Carolina Sabogal	CONTRATADO	Fuga sapiente dolor mollitia ex possimus minima.	5	2024-08-29 08:02:59	Angelita Vilaplana Gelabert	Agustín Chamorro Colomer	Xiomara Alcázar Saura	Julián Rivera Uriarte	Inés Vega	Sebastián Cabo Gilabert
2024-04-28 13:44:29	España	Niolimar Sequera	Cliente J	tejeroregina@example.org	4	Chapista	Indefinido	Presencial	Pregrado Ingeniería de Sistemas	"Consectetur suscipit quibusdam. Sint nihil facilis libero quae eligendi. Saepe pariatur dolore inventore.
Blanditiis animi nemo placeat. Illo illum sequi placeat sequi a eaque deserunt."	> a 3 años	Samtel	Por determinar	4334449	$ 4454124 + $444867	Debitis eaque dolores reiciendis voluptates commodi occaecati.	Barbara Correa	CONTRATADO	Molestias aperiam commodi facere esse expedita.	5	2024-11-23 03:10:11	Cándido Patiño Melero	Javier Sevillano	Manuel Tejera Peña	Melchor Mario Marín Barbero	Marc Requena Torrens	Candelaria Aramburu Llano
2024-10-17 14:39:59	España	Andres Leon	Cliente S	sigfridocarpio@example.net	4	Impresor	1 Año	Presencial	Pregrado Ingeniería de Sistemas	"Cumque alias eum placeat illum. Distinctio sed corporis minus beatae. Aspernatur autem ratione eius illo similique ab natus. Aperiam nemo possimus amet modi totam.
Quis voluptas velit voluptate."	5 Años	Cliente	N/A	4145624	$ 4305678 + $203058	Repudiandae eveniet quam. Repellat quos illum delectus odit.	Barbara Correa	CERRADA	Illo accusantium quasi ipsa tempore aliquam.	8	2024-10-07 02:29:27	Sebastián Rincón Cuadrado	Aurelio Bayo Cabanillas	Amanda Araujo Lobato	Graciana España Hidalgo	Abril Catalá Tena	Saturnino Gerardo Posada Ibarra
2025-01-19 14:36:36	España	Víctor Díaz	Cliente E	loretofabregat@example.com	5	Urbanistas e ingenieros de tránsito	6 meses	Hibrido	Tecnología	Sequi nemo exercitationem earum quos cupiditate accusamus. Ratione explicabo omnis nihil aspernatur eos labore eum.	5 Años	Samtel	Por determinar	4274057	$ 1401916 + $412236	Maxime vel voluptas amet. Illo quis hic voluptas mollitia ut.	Alicia Perdomo	CERRADA	Neque omnis omnis. Ipsum quos recusandae.	3	2024-06-04 16:36:57	Kike Jerónimo Tamarit Barreda	Edgardo José María Polo Alcalde	Toribio del Solsona	Mauricio Rico	Aura Bru Olmedo	Anselma Borrell-Pavón
2024-09-02 18:33:44	Colombia	Angelica Garzón	Cliente H	marquezmartina@example.com	3	Clasificador de productos	6 meses	100 % Remoto	Tecnología	"Doloremque similique illo delectus minima rem. Doloribus aliquid numquam.
Recusandae voluptates autem dolores. Animi voluptatibus delectus repellendus nulla beatae dignissimos."	6 meses - 1 año	Cliente	Por definir	4399848	$ 4148954 + $242616	Blanditiis cumque aliquam labore itaque unde culpa. Sit voluptatem repudiandae a maiores.	Cristian Carrillo	CERRADA	Illo dolores natus voluptatem officia vel.	3	2024-05-16 02:54:46	Alejandro del Manzano	Teófilo Benítez-Pardo	Camilo Montero Bustamante	César Casals Rey	Cándido Rojas-Alonso	Joan Prieto
2024-07-31 08:37:00	Colombia	Víctor Díaz	Cliente L	tejerache@example.org	5	Ayudante de cocina	Indefinido	Presencial	Tecnología	"Iste repellat corporis. Rerum mollitia eius. Et debitis omnis fuga.
Magnam illo perspiciatis dolore facere nam saepe. Expedita consequuntur suscipit vel iusto ad ducimus."	6 meses - 1 año	Samtel	Por determinar	1354854	$ 4851317 + $398619	Quidem corporis voluptatem deleniti unde nesciunt.	Carolina Sabogal	ATENDIDA	Vero similique dignissimos quae fugit neque.	4	2024-08-12 09:52:25	Victor Porras Jimenez	Dorotea Vera Feijoo	Edgardo Ballesteros Carrera	Irma Sanmiguel Rojas	Micaela Gómez-Borrás	Prudencia Calatayud Mínguez
2024-06-21 16:19:34	Colombia	Víctor Díaz	Cliente B	ezequiel32@example.net	3	Técnico en ciencias biológicas	> 1 Año	Presencial	Ingeniería de Sistemas	Quasi dolorem quos ratione ab. Repudiandae delectus esse quidem id omnis saepe. Ab ratione corrupti expedita adipisci perspiciatis.	> a 3 años	Cliente	Por definir	8524565	$ 3527020 + $125815	Nobis excepturi ipsa. Quod adipisci nam saepe nam ratione necessitatibus.	Angelica Garzón	CERRADA	Nemo ex dolor explicabo accusantium quo illum.	8	2024-07-28 18:56:11	Josep Gárate Beltrán	Armida del Fernandez	Ileana Vilar Amores	Felisa del Ledesma	Humberto Rovira Villegas	Cayetana Cervera Cardona
2024-08-01 04:47:19	Colombia	Angelica Garzón	Cliente C	puentegodofredo@example.org	5	Pescador, cazador, tramperos y recolector de subsistencia	> 1 Año	Presencial	Pregrado Ingeniería de Sistemas	Similique in inventore sit delectus amet. Consequuntur at expedita ut tempora sint ipsam. Explicabo porro quaerat possimus reprehenderit excepturi dolorum.	> a 3 años	Cliente	Por definir	4843205	$ 2885606 + $297591	Eligendi fugiat nihil laudantium. Excepturi enim asperiores beatae.	Víctor Díaz	ATENDIDA	Aperiam maxime provident dolorem atque explicabo.	1	2024-09-03 15:26:18	Begoña Lago Gaya	Lorenzo Cárdenas Alvarado	Juan Francisco Vicens Torrents	Rita Sala	Isabela Seco-Navas	Macaria Duque Ayllón
2024-08-05 08:16:28	España	Víctor Díaz	Cliente P	mireiaposada@example.com	1	Gerente de comercios al por mayor y al por menor	Más de 1 año	Presencial	Tecnología	Dolor itaque reprehenderit quod facere veritatis ullam. Soluta eos et dolores hic suscipit fugit reiciendis.	> a 3 años	Cliente	Por definir	1206397	$ 3774931 + $133815	Occaecati aperiam laborum expedita. Enim neque accusamus. Porro accusamus pariatur debitis quos.	Cristian Carrillo	CONTRATADO	Voluptatum nostrum totam.	1	2024-06-30 16:56:12	Sandalio Sobrino Benitez	Cornelio Bonet Pastor	Concha Vilaplana Jordán	Bernardino Narváez Mas	Jessica Téllez Aguirre	Flavia Daniela Ropero Cuevas
2024-06-08 11:54:07	España	Claudía Navas	Cliente C	tgarces@example.com	1	Entrevistador de investigaciones de mercados	6 meses	100 % Remoto	Tecnología	Quia enim quam id. Occaecati sequi impedit optio. Totam ad natus architecto ad.	6 meses - 1 año	Samtel	Por determinar	5826680	$ 2278489 + $151505	Quisquam culpa dignissimos quos quas consequatur.	Alicia Perdomo	CERRADA	Fugiat debitis fugiat quam nostrum dolorum.	4	2024-07-05 12:40:56	Luz Cabezas Solsona	Florinda Benito Gual	Fanny Susanita Cano Naranjo	Fidela Roca Giménez	Gala del Huerta	Lilia Polo Arias
2024-06-18 01:38:14	Colombia	Angelica Garzón	Cliente S	suareznatalio@example.com	4	Profesor de idiomas	Indefinido	Presencial	Tecnología	"Reprehenderit minima libero magnam inventore. Accusantium explicabo temporibus.
Facere quod perferendis aspernatur deleniti alias eaque."	5 Años	Cliente	Por definir	3191913	$ 3444084 + $138772	Nisi quidem quod. Earum quis hic vel. Reprehenderit adipisci eum in assumenda deleniti quaerat.	Cristian Carrillo	CERRADA	Vero blanditiis cumque animi.	7	2025-03-01 14:18:47	Desiderio Serra	Maximino Solís Falcó	León Óscar Burgos Dávila	Josué Ciro Bosch Buendía	Concepción Zamora Castrillo	Carlito Chaparro Mariño
2025-01-02 23:02:53	España	Niolimar Sequera	Cliente N	fbaro@example.com	4	Empleado de ventanillas de informaciones	6 meses	Hibrido	Pregrado Ingeniería de Sistemas	Soluta vitae itaque esse praesentium beatae recusandae. Voluptatem ab ab vel eius optio vero.	6 meses - 1 año	Samtel	Por definir	5812076	$ 4048698 + $403389	Ex tenetur aliquam officia aliquam. Saepe facere ea. Quae est sed et distinctio.	Angelica Garzón	CONTRATADO	Quo ex sequi deserunt.	10	2024-07-12 16:33:04	Bernardino Garriga Amaya	Edelmiro Cámara Solís	Iker Sola Asenjo	Damián Florentino Nogués Borrell	Marcelino Dan Benitez Hierro	Isidoro Saez Araujo
2025-01-24 12:43:01	España	Víctor Díaz	Mi Banco	jose-antonioramirez@example.com	4	Ayudante de cámara	1 Año	100 % Remoto	Tecnología	"Inventore odit sequi optio porro.
Modi optio voluptatem enim. Libero eos reprehenderit maxime."	6 meses - 1 año	Samtel	N/A	6979840	$ 2244093 + $175710	Reprehenderit molestiae repellat exercitationem tempore.	Víctor Díaz	ATENDIDA	Alias libero deleniti ratione.	2	2024-12-18 00:27:13	Cebrián Ariño Iglesias	Aureliano Padilla Cabo	Azahara Feliu Cobos	Efraín Matías Gallardo Torre	Jessica Donaire	Evangelina Cardona Valenciano
2024-03-21 18:34:55	Colombia	Víctor Díaz	Cliente M	rosalia06@example.org	2	Delineante	Indefinido	Presencial	Pregrado Ingeniería de Sistemas	Totam itaque eos ad magni voluptas. Aspernatur natus laborum fuga fugit atque dolore voluptatem. Id veritatis iure est neque.	> a 3 años	Samtel	N/A	6095378	$ 4083428 + $339456	Possimus maxime fuga beatae quisquam. Distinctio assumenda aspernatur maxime.	Víctor Díaz	ATENDIDA	Sint quas incidunt autem.	9	2025-03-09 15:22:56	Felicia Lastra Montesinos	Fernando Mayo Agudo	Loreto Arroyo Ochoa	Julio Serra Herranz	Moreno Sala Franco	Prudencio de Jiménez
2025-02-18 16:49:24	España	Alexander Gabel	Cliente F	perellovinicio@example.com	2	Director de teatro	Indefinido	Hibrido	Tecnología	"Deserunt maxime aliquid repellendus eius occaecati. Sed sapiente temporibus ut necessitatibus natus.
Odit autem non nihil voluptas ducimus. Incidunt facilis adipisci perferendis repudiandae culpa."	5 Años	Cliente	Por determinar	4007650	$ 2316975 + $203340	Voluptas neque expedita cum rerum eius.	Angelica Garzón	CONTRATADO	Inventore ipsa architecto repellat nisi esse.	4	2024-06-19 00:34:00	Alfredo Gracia Sevillano	Narcisa Fernandez Salamanca	Salud Carrera Gallo	Nuria Ordóñez Revilla	María José Velázquez Palomares	Teo Vargas Ojeda
2025-01-20 05:41:33	Colombia	Víctor Díaz	Cliente J	fabiolamesa@example.org	2	Jefe de pequeñas poblaciones	Indefinido	Hibrido	Pregrado Ingeniería de Sistemas	"Earum officia nihil enim explicabo necessitatibus laborum est. Rem porro numquam voluptas.
Voluptatibus sunt omnis tempore dolorem dolores. Tempore saepe eos ab provident voluptates."	5 Años	Cliente	Por definir	1991461	$ 3827546 + $197976	Dolor a voluptates incidunt repudiandae. Quo totam placeat nam necessitatibus. Quod magnam aliquam.	Barbara Correa	ATENDIDA	Suscipit laudantium in debitis nisi.	8	2024-10-06 06:01:35	Joaquín Valcárcel Villaverde	Lino Bou Barral	Pánfilo Jordá Franco	Calisto Fuentes	Loida Lourdes Patiño Falcón	Victoriano Barrios Ledesma
2024-06-26 18:58:05	España	Alexander Gabel	Cliente M	edelmiro79@example.org	5	Empleado de ventanillas de informaciones	Más de 1 año	Hibrido	Pregrado Ingeniería de Sistemas	Possimus inventore ab quos magni explicabo. Nostrum necessitatibus aspernatur deserunt. Quia nesciunt reprehenderit magnam deleniti cupiditate beatae eos.	> a 3 años	Samtel	N/A	3444545	$ 4006864 + $171294	Repellat consequuntur fuga aspernatur dicta. Eum ratione inventore ullam quod quo nihil.	Alicia Perdomo	CERRADA	Consectetur dicta occaecati dolorem omnis.	1	2024-11-15 05:51:20	Patricio Gutierrez Elorza	Tristán Barroso-Hierro	Abraham Codina Blázquez	Violeta Regina Galan Alemán	Ema Sans-Fernandez	Nidia Oliva
2024-12-23 09:58:01	España	Niolimar Sequera	Cliente I	peinadojuan-carlos@example.net	2	Orfebre	1 Año	Presencial	Pregrado Ingeniería de Sistemas	Blanditiis nam vitae incidunt. Similique totam sapiente eius amet itaque fugiat blanditiis. Magni quia optio.	5 Años	Cliente	Por definir	5749451	$ 1663968 + $178907	Aut numquam assumenda adipisci impedit commodi. Sed exercitationem adipisci.	Carolina Sabogal	CERRADA	Distinctio voluptate totam fuga asperiores.	9	2024-08-06 19:24:25	Luz Pilar Barrera Nogueira	Isaura Leon Lladó	David Espejo Solís	Melisa Roda	Jenny Morell Tenorio	Federico de Aragonés
2024-03-19 03:10:28	Colombia	Víctor Díaz	Cliente R	rodrigomarc@example.net	2	Operador de maquinaria agrícola y forestal móvil	> 1 Año	100 % Remoto	Pregrado Ingeniería de Sistemas	"Similique deleniti sapiente magnam illo ex tempore. Occaecati tenetur corrupti repellat deserunt inventore.
Dolore impedit sit dolorum sit suscipit. Nostrum odit labore ipsam quis distinctio."	5 Años	Samtel	Por determinar	3380234	$ 3847619 + $362637	Maxime ad quam officia necessitatibus. Animi eligendi dicta odit laborum eligendi harum.	Cristian Carrillo	CONTRATADO	Nihil eius fuga praesentium iusto a.	9	2024-06-14 14:48:00	Tito Apolinar Buendía Arroyo	Rafaela Merino	Saturnino del Bárcena	María Dolores Botella Segovia	Amaya Tur Vilalta	Nazaret Cámara Carretero
2024-07-12 04:59:24	España	Alexander Gabel	Cliente T	escrivaatilio@example.org	2	Audiólogo	Indefinido	100 % Remoto	Tecnología	"Expedita error cumque. Corporis asperiores nesciunt. Commodi sed nemo earum ullam eveniet laborum.
Fugiat tempora alias modi illo totam laudantium. Enim adipisci illum harum."	5 Años	Samtel	N/A	2313031	$ 3874865 + $229981	Rem quo nemo veniam. Quis expedita blanditiis nihil molestiae porro.	Alicia Perdomo	CONTRATADO	Quis repellendus dolorem libero molestias.	6	2024-08-02 23:05:26	Fátima del Pineda	Priscila Cánovas Luján	Florentina Paz Castellanos	Paola Marin Villena	África Vargas Girona	Francisca Rosales Calvet
2025-01-11 01:41:45	España	Andres Leon	Cliente G	rosalva29@example.com	2	Diseñador multimedia	> 1 Año	100 % Remoto	Tecnología	Soluta odit molestias voluptates. Magnam quaerat saepe iusto pariatur facere. Perspiciatis sint placeat dolor voluptates magnam.	5 Años	Cliente	Por definir	5815243	$ 1256726 + $445458	Eligendi saepe atque eaque nostrum ipsum. Eius ratione facere. Blanditiis veritatis laboriosam.	Angelica Garzón	CONTRATADO	Laudantium minus ab accusamus ipsa recusandae.	10	2024-03-13 21:47:00	Matías Plana-Contreras	Pánfilo Plaza-Villalonga	Chus Lasa Pallarès	Ovidio Abellán Hoyos	Dani de Mercader	Bárbara Cornejo-Fortuny
2024-11-02 09:15:50	Colombia	Niolimar Sequera	Cliente T	nmartin@example.com	1	Profesor de música	1 Año	Hibrido	Ingeniería de Sistemas	"Aliquam omnis id omnis fugiat nisi odio. Facere molestias tenetur non occaecati harum quae.
Sapiente iusto sapiente occaecati aperiam quisquam. Illo iure ab. Nostrum in sequi in error id facilis."	5 Años	Cliente	Por determinar	2181649	$ 1218383 + $359775	Esse ullam dolorem autem hic.	Barbara Correa	CERRADA	Mollitia similique voluptas alias.	2	2025-03-06 08:51:43	Ildefonso Puente Iglesia	Fátima de Frías	Luz Mateos Bellido	Azahara Mora Ros	Anita Agustín Diez	Faustino Barbero Llorente
2025-01-11 15:24:16	Colombia	Claudía Navas	Softtek	peraanastasia@example.com	2	Locutor de televisión	Indefinido	Presencial	Tecnología	"Eaque odio sequi aperiam. Aliquid quae voluptatibus error minima. Accusantium nam saepe modi unde veritatis eum.
At quo alias repellendus. Nulla cumque optio quia sit."	5 Años	Cliente	Por determinar	2073638	$ 4283433 + $382129	Sit possimus assumenda eveniet et. Rem ipsum aliquam minima reprehenderit.	Carolina Sabogal	CONTRATADO	Veniam odio minus ab.	2	2024-10-11 14:45:55	Gregorio Alegre Barrio	Leonel Ayala	Emperatriz de Fuente	Sabas Noriega-Teruel	Serafina Vargas Llano	Modesta Renata Ramis Lamas
2025-02-26 08:06:20	España	Angelica Garzón	Cliente P	vidalsotelo@example.org	2	Farmacéutico	1 Año	100 % Remoto	Pregrado Ingeniería de Sistemas	"Pariatur ad modi. Id quo ipsa.
Eaque similique mollitia accusantium et culpa iure. Aperiam quam officiis amet. Itaque modi occaecati nam fugit quae."	6 meses - 1 año	Samtel	N/A	2411217	$ 4964664 + $441881	Sit asperiores ipsam blanditiis quae hic. Officiis veritatis necessitatibus aut maxime dicta enim.	Víctor Díaz	CERRADA	In enim totam rem accusamus rerum.	1	2024-10-05 16:40:46	Ligia Luna Carrillo	Felicidad Meléndez Borrego	Hernando Cabrero Quirós	Sosimo Javier Peral Borja	Inmaculada Bermúdez Aguilera	Fernanda Naranjo Sanmartín
2024-04-09 17:49:55	Colombia	Claudía Navas	Cliente D	silvajuan-pablo@example.org	2	Deshollinador	1 Año	Hibrido	Tecnología	"Amet voluptatum ipsum adipisci. Quos labore veniam quia.
Unde autem porro. Totam perspiciatis mollitia consequatur possimus doloremque alias."	6 meses - 1 año	Cliente	Por definir	1118368	$ 2181834 + $294563	Quo atque molestiae soluta saepe. Aspernatur aliquid adipisci pariatur magni.	Barbara Correa	ATENDIDA	Ratione sapiente amet quidem incidunt reiciendis.	6	2024-03-29 04:54:08	Catalina Rivero Fabra	Adán Lledó Rios	Candela Hervia Miranda	Octavio Almazán Echevarría	Dafne de Robledo	Lázaro Godoy
2024-08-21 11:57:36	España	Alexander Gabel	BBVA	belmontereyna@example.org	2	Constructor de casas	1 Año	100 % Remoto	Pregrado Ingeniería de Sistemas	"Assumenda officiis consectetur at ipsa illo aperiam mollitia. Quasi eos dolorum minima.
Officiis officiis earum consectetur possimus recusandae ex. In sint a facere natus."	> a 3 años	Cliente	Por determinar	7375336	$ 4358559 + $229835	Quam voluptate praesentium asperiores. Soluta alias consequuntur tenetur voluptatem saepe.	Alicia Perdomo	ATENDIDA	Minus iste ducimus similique iste quis.	9	2025-02-20 17:32:59	María de Puga	Leocadia de Chaparro	Blas Andres Soto	Íñigo Velázquez Segura	Reyes Vanesa Méndez Mateos	Eugenio Toribio Otero Matas
2024-08-02 06:17:47	España	Angelica Garzón	Cliente B	sierraricarda@example.com	5	Especialista en ciencias políticas	6 meses	Presencial	Ingeniería de Sistemas	Eveniet numquam aliquam eveniet exercitationem error. Pariatur atque vero excepturi.	6 meses - 1 año	Samtel	N/A	8626334	$ 1776481 + $472403	Cupiditate temporibus doloribus.	Alicia Perdomo	ATENDIDA	Aperiam eos facere pariatur.	8	2024-03-22 02:19:19	Leocadia Cruz Romero	Félix del Suárez	Nuria Fuentes Almagro	Carlota Losada Vives	Belén Perez Peñalver	Fidela Quesada Cifuentes
2024-08-12 01:01:37	España	Angelica Garzón	BBVA	aaronvicente@example.org	1	Deshollinador	6 meses	100 % Remoto	Ingeniería de Sistemas	"Officiis totam laborum. Odit cum optio dolor.
Ratione odio voluptatum in natus repellendus illum. Blanditiis tempora non."	5 Años	Samtel	Por determinar	5365710	$ 4251124 + $443091	Odio blanditiis laboriosam dolorum. Nesciunt sapiente labore id.	Carolina Sabogal	CERRADA	Aliquam necessitatibus numquam labore.	6	2024-06-05 11:17:11	Carmina Villanueva Amador	Zoraida Carranza Robledo	Leandra Olivera Tenorio	Maite Delgado Ordóñez	Angélica Jaén Cuevas	Nélida del Recio
